bug_id,summary,description,method,bug_report_url,commit_url,commit_id,pre_commit_id,commit_time,is_bias
1045,Read Only files: 2 dialogs from 'override methods' [code manipulation],"rc1

1. set a file to read-only
2. open the file in the editor, select an import statement
3. invoke 'override/implement methods' from the context menu
4. error dialog shows up, 'file is read only', press ok
5. second dialog comes up, invalid selection, select type...",['tomcat.java.org.apache.jasper.compiler.ELParser-skipUntilEL()'],https://bugs.eclipse.org/bugs/show_bug.cgi?id=33356,https://github.com/apache/tomcat/commit/b55e9c2,b55e9c23c1fd99f0beaecd43b1cc9488f9dc94b2,d2637f1d5d3ce0e656b40a2cfec9649e09b4d2a8,2006-09-10 03:53:42,not localized
1044,[Navigator] Close project doesn't remove plus icon,"RC2

1. Open Resources Perspective.
2. Select a Project and close it.  Notice that the plus icon remains.  Try to 
click on the + icon and it goes away.

Note, at one point I did get the icon to go away for the first project in the 
Navigator as a result of the Close action.  I'm not sure what I did to get that 
to work, but it only worked for the first project.","['tomcat.java.org.apache.jasper.compiler.Generator-createTagVarName(String,String,String)', 'tomcat.java.org.apache.jasper.compiler.Generator-compileTagHandlerPoolList(Node.Nodes)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=34509,https://github.com/apache/tomcat/commit/823101d,823101da17baeb59bf7a262d7ae33e59a809dc61,8957262884b7a959b0908303077565fcb6a3781f,2006-09-16 01:14:21,not localized
1043,Wrong build file generated when $os$ variables are specified,"The build file generated for a plugin or a fragment which uses $os$, $ws$, etc. 
in its library name is bogus.

Indeed the variables are not expanded and so instead results in the creation of 
folders called $os.

The solution consists in replacing carefully the appearance of those values 
into the build.xml.

Here is an example of a bogus target:

<target name=""$os$/win32.jar"" depends=""init"" unless=""$os$/win32.jar"" 
description=""Create jar: $os$/win32.jar."">
  <property name=""destdir"" value=""${temp.folder}/$os$/win32.jar.bin""/>
  <delete dir=""${temp.folder}/$os$/win32.jar.bin""/>
  <mkdir dir=""${temp.folder}/$os$/win32.jar.bin""/>
  ...
</target>","['tomcat.java.org.apache.catalina.manager.ManagerServlet-removeServiced(String)', 'tomcat.java.org.apache.catalina.manager.ManagerServlet-isServiced(String)', 'tomcat.java.org.apache.catalina.manager.ManagerServlet-addServiced(String)', 'tomcat.java.org.apache.catalina.manager.ManagerServlet-undeploy(PrintWriter,String)', 'tomcat.java.org.apache.catalina.manager.HTMLManagerServlet-list(HttpServletRequest,HttpServletResponse,String)', 'tomcat.java.org.apache.catalina.startup.HostConfig-deployWARs(File,String[])']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=34399,https://github.com/apache/tomcat/commit/9dd8a23,9dd8a239bf634dcf8e5160ddbdfcf1c493681729,0a8242f5959926c481f05c105c1e998aef5caa8b,2006-09-21 02:21:19,not localized
1042,Quick diff results vary after reloading,"Eclipse 3.0M2

Writing a quick diff provider that uses a remote file as reference, it looks 
like the quick diff view is providing different results after reopening the 
file. Example:

Reference:
01: /**
02:   * First Line
03:   * Second Line
04:   */

If you delete the ""second line"" (03) then insert a line in front of ""first 
line"" (02), you get the following result:

01: /**
02:   *
03:   * First Line
04:   */

02 and 03 will now be highlighted as ""Changed lines"". If you close the file and 
reopen it, line 02 will be displayed as ""Added line"" and at the bottom of 03 
will be a ""Delete line"" indicator showing 02 and 03 as deleted content.","['tomcat.java.org.apache.catalina.core.StandardContextValve-forbidden(String,HttpServletResponse)', 'tomcat.java.org.apache.catalina.core.StandardContextValve-invoke(Request,Response)', 'tomcat.java.org.apache.catalina.core.StandardContextValve-badRequest(String,HttpServletResponse)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=40518,https://github.com/apache/tomcat/commit/fda223a,fda223a9a48e6c58fd5f57a71743f648728ca33b,9dd8a239bf634dcf8e5160ddbdfcf1c493681729,2006-09-21 02:32:25,not localized
1041,"Opening a second instance of Eclipse will corrupt .metadata, causing many problems","If you open a second instance of Eclipse, the next time you run Eclipse many
thing will be broken. Removing .metadata will eliminate the problems (although
you, of course, need to reimport your projects then).

Some problems seen:
- Attempting to Search gives the error ""No Search Extensions plugged into
workbench or all search pages disabled.""
- Attempting to go to the Update Manager results in ""Unable to instantiate view:
org.eclipse.update.ui.UpdatesView""
- Attempting to go to a project's property pages gives ""No property pages for
<project name>""
- On and on and on...

To Reproduce:
1. Open Eclipse
2. Open a second instance of Eclipse
3. Close the second instance of Eclipse
4. Close the first instance of Eclipse
5. Open Eclipse again and it will be erroneous",['tomcat.java.org.apache.catalina.servlets.CGIServlet-run()'],https://bugs.eclipse.org/bugs/show_bug.cgi?id=40625,https://github.com/apache/tomcat/commit/bbb8fe1,bbb8fe17a42ce52198d02375c9437024b4c7f9f1,9c5864b46908e71be8c1593016518a124800f9e2,2006-09-29 23:45:02,fully localized
1040,"""Content assist"" action definition ID should be in the platform","The ""Content Assist"" action is defined in JDT UI's plugin.xml. This action
is presented to the user as being generic - the name doesn't imply that it's
specific to Java and the scope is Global - but other editors can't make use
of this ID when JDT UI isn't around.

This action ID should either be moved into the Platform so that other editors
can tie into the key binding or the action should be renamed so that the user
knows it won't affect all editors.",['tomcat.java.org.apache.catalina.deploy.NamingResources-addEnvironment(ContextEnvironment)'],https://bugs.eclipse.org/bugs/show_bug.cgi?id=29727,https://github.com/apache/tomcat/commit/1a5e6e7,1a5e6e7bd134059186b76f6b129dc89320c253b4,bbb8fe17a42ce52198d02375c9437024b4c7f9f1,2006-10-02 00:38:42,not localized
1039,"Status bar space for ""read only"" in german too short","The statusbar of eclipse shows the ""read only"" in the lower right.
Translated in german it is ""Schreibgeschützt"", which consists of more letters 
than ""read only"", so you see only ""Schrei...hützt"".",['tomcat.java.org.apache.catalina.core.StandardPipeline-removeValve(Valve)'],https://bugs.eclipse.org/bugs/show_bug.cgi?id=39724,https://github.com/apache/tomcat/commit/b18c29e,b18c29ed5e9dfc166a5f0714f5f895243cd95d5c,2570c66afcd86338345ea9297a609b360aa2b9db,2006-10-03 01:08:32,not localized
1038,ajde apis are unnecessariy coupled to swing,"The AJDE APIs are coupled to javax.swing by org.aspectj.ajde.EditorManager.  
The EditorManager needs to be refactored, have swing specific parts moved to 
org.aspectj.ajde.ui.swing and org.aspectj.ajbrowser.","['tomcat.java.org.apache.coyote.http11.filters.SavedRequestInputFilter-doRead(ByteChunk,org.apache.coyote.Request)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=40771,https://github.com/apache/tomcat/commit/17eecdb,17eecdb631c356af5756a53a05a42d9905aebac5,45b7d69438aed1cb4bebba5154af6cc4358ad1cb,2006-10-18 02:26:48,not localized
1036,refactor change method signature [refactoring],"refactor change method signature does not recognise modifiers like static, 
synchronised etc",['tomcat.java.org.apache.catalina.loader.WebappClassLoader-findClassInternal(String)'],https://bugs.eclipse.org/bugs/show_bug.cgi?id=37458,https://github.com/apache/tomcat/commit/79631bb,79631bba45a132c8c614355cc11303fc113ffb0e,4d3fffe70980a88c39abd7b9747f9197875bf40a,2006-11-04 21:21:07,not localized
1035,Out of bounds error,"Build: 3.0 M2
The error below was logged twice at two distinct instances.  I'm not sure what 
exactly provoked it:

java.lang.IllegalArgumentException: Index out of bounds
at org.eclipse.swt.SWT.error(SWT.java:2351)
at org.eclipse.swt.SWT.error(SWT.java:2295)
at org.eclipse.swt.custom.StyledText.redrawRange(StyledText.java:6340)
at 
org.eclipse.jdt.internal.ui.javaeditor.JavaEditor$MouseClickListener.repairRepr
esentation(JavaEditor.java:478)
at 
org.eclipse.jdt.internal.ui.javaeditor.JavaEditor$MouseClickListener.deactivate
(JavaEditor.java:301)
at 
org.eclipse.jdt.internal.ui.javaeditor.JavaEditor$MouseClickListener.deactivate
(JavaEditor.java:294)
at org.eclipse.jdt.internal.ui.javaeditor.JavaEditor$1.run(JavaEditor.java:813)
at org.eclipse.swt.widgets.RunnableLock.run(RunnableLock.java:35)
at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java:102)
at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java:2165)
at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:1882)
at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:1680)
at org.eclipse.ui.internal.Workbench.run(Workbench.java:1663)
at org.eclipse.core.internal.boot.InternalBootLoader.run
(InternalBootLoader.java:858)
at org.eclipse.core.boot.BootLoader.run(BootLoader.java:461)
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
at java.lang.reflect.Method.invoke(Unknown Source)
at org.eclipse.core.launcher.Main.basicRun(Main.java:291)
at org.eclipse.core.launcher.Main.run(Main.java:747)
at org.eclipse.core.launcher.Main.main(Main.java:583)","['tomcat.java.org.apache.catalina.servlets.CGIServlet-findCGI(String,String,String,String,String)', 'tomcat.java.org.apache.catalina.servlets.CGIServlet-setCGIEnvironment(HttpServletRequest)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=40817,https://github.com/apache/tomcat/commit/6d274b4,6d274b42257093f24a8e066b0085a1f5611f4d60,3c78f46025e5d750295648c72b9582aa10ad7564,2006-11-04 21:40:59,not localized
1034,Provide build.xml target to export binary plugin.,"It's been noted that most Eclipse teams still maintain exportplugin.xml
build files for building their plugins locally instead of using PDE's generated
build.xml file.

The only real problem that the build.xml file has is that it dumps the output
into the input directory. The nice thing about the exportplugin.xml files is
that they build the plugins and output the binary plug-in in a plugin-export
directory that is at the same level as the workspace, not inside it.

I would gladly change to using PDEs build.xml files if there was a way to get
the same behavior. Either by default or by passing in a property to specify
where the binary plug-in should be output.","['tomcat.java.org.apache.catalina.core.ApplicationFilterChain-internalDoFilter(ServletRequest,ServletResponse)', 'tomcat.java.org.apache.catalina.core.ApplicationDispatcher-doInclude(ServletRequest,ServletResponse)', 'tomcat.java.org.apache.catalina.core.ApplicationDispatcher-doForward(ServletRequest,ServletResponse)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=34956,https://github.com/apache/tomcat/commit/22d1ad7,22d1ad7f2599f4f6eed090399be58cac65415406,6d274b42257093f24a8e066b0085a1f5611f4d60,2006-11-04 22:35:15,not localized
1033,keybindings not working in StyledText when in plugin (but working externally),"I have an SWT view that uses a StyledText control and binds ctrl-c to copy,
ctrl-v to paste, etc.  It works find outside of eclipse, but when I run it in a
plugin, it gets the keypress for the control key, but no subsequent keypresses,
so control-c comes in as just a press of the control key.  I have tried binding
SWT.HardKeyDown, but that doesn't register either.

I tried running the external app using the libraries in the eclipse
distribution, and it worked fine.  I also tried running the plugin in my regular
eclipse (instead of as a run-time workbench) and that didn't fix the behavior.

might this be related to  bug #40798 ?

I'm using gentoo with gtk+2.2.2 and eclipse build 200307230800

If anyone wants to test with my plugin, email me and I'll send it (it's a meg
and bugzilla seems to have trouble with my web browser's file uploading -- using
MozillaFirebird, BTW).","['tomcat.java.org.apache.jasper.compiler.Validator-checkXmlAttributes(Node.CustomTag,Node.JspAttribute[],Hashtable<String,Object>)']",https://bugs.eclipse.org/bugs/show_bug.cgi?id=40913,https://github.com/apache/tomcat/commit/f7ca96d,f7ca96df28a7e4d77a2702e724da64c0d4443e57,22d1ad7f2599f4f6eed090399be58cac65415406,2006-11-07 10:45:01,not localized
